[16:42:25]设备[Polar H10 082A5724]EE:E4:E7:AD:42:9B连接了.....
[16:42:29]设备[C5:F7:76:AF:E2:E0断开了.....
[16:42:41]设备[ID107Plus HR]C5:F7:76:AF:E2:E0连接了.....
[16:43:05] 00 8b 80 80 92 80 80 93 80 80 94 80 80 95 16 6b 16 69 00 02 d0 
[16:43:05] 00 8b 80 80 96 80 80 97 80 80 98 80 80 99 16 73 16 6f 00 02 d1 
[16:43:05] 00 8b 80 80 9a 80 80 9b 80 80 9c 80 80 9d 16 70 16 75 00 02 d2 
[16:43:05] 00 8b 80 80 9e 80 80 9f 80 80 a0 80 80 a1 16 70 16 73 00 02 d3 
[16:43:05] 00 8b 80 80 a2 80 80 a3 80 80 a4 80 80 a5 16 6f 16 78 00 02 d4 
[16:43:05] 00 8b 80 80 a6 80 80 a7 80 80 a8 80 80 a9 16 78 16 6e 00 02 d5 
[16:43:05] 00 8b 80 80 aa 80 80 ab 80 80 ac 80 80 ad 16 76 16 6d 00 02 d6 
[16:43:06] 00 8b 80 80 ae 80 80 af 80 80 b0 80 80 b1 16 7a 16 72 00 02 d7 
[16:43:06] 00 8b 80 80 b2 80 80 b3 80 80 b4 80 80 b5 16 6a 16 6d 00 02 d8 
[16:43:06] 00 8b 80 80 b6 80 80 b7 80 80 b8 80 80 b9 16 70 16 79 00 02 d9 
[16:43:06] 00 8b 80 80 ba 80 80 bb 80 80 bc 80 80 bd 16 77 16 79 00 02 da 
[16:43:06] 00 8d 80 80 bf 80 80 c0 80 80 c1 80 80 c2 16 83 16 79 00 01 db 
[16:43:06] 00 8d 80 80 c3 80 80 c4 80 80 c5 80 80 c6 16 6c 16 70 00 01 dc 
[16:43:06] 00 8d 80 80 c7 80 80 c8 80 80 c9 80 80 ca 16 73 16 77 00 01 dd 
[16:43:06] 00 8d 80 80 cb 80 80 cc 80 80 cd 80 80 ce 16 71 16 74 00 01 de 
[16:43:06] 00 8d 80 80 cf 80 80 d0 80 80 d1 80 80 d2 16 76 16 6c 00 01 df 
[16:43:06] 00 8d 80 80 d3 80 80 d4 80 80 d5 80 80 d6 16 73 16 6b 00 01 e0 
[16:43:06] 00 8d 80 80 d7 80 80 d8 80 80 d9 80 80 da 16 7b 16 75 00 01 e1 
[16:43:06] 00 8d 80 80 db 80 80 dc 80 80 dd 80 80 de 16 78 16 73 00 01 e2 
[16:43:07] 00 8d 80 80 df 80 80 e0 80 80 e1 80 80 e2 16 76 16 70 00 01 e3 
[16:43:07] 00 8d 80 80 e3 80 80 e4 80 80 e5 80 80 e6 16 67 16 70 00 01 e4 
[16:43:07] 00 8d 80 80 e7 80 80 e8 80 80 e9 80 80 ea 16 6b 16 74 00 01 e5 
[16:43:07] 00 8d 80 80 eb 80 80 ec 80 80 ed 80 80 ee 16 6e 16 72 00 01 e6 
[16:43:07] 00 8d 80 80 ef 80 80 f0 80 80 f1 80 80 f2 16 6f 16 72 00 01 e7 
[16:43:07] 00 8d 80 80 f3 80 80 f4 80 80 f5 80 80 f6 16 75 16 73 00 01 e8 
[16:43:07] 00 8d 80 80 f7 80 80 f8 80 80 f9 80 80 fa 16 71 16 78 00 01 e9 
[16:43:07] 00 8f 80 80 fd 80 80 fe 80 80 ff 80 80 00 16 72 16 72 00 02 ea 
[16:43:07] 00 8f 80 80 01 80 80 02 80 80 03 80 80 04 16 6a 16 7b 00 02 eb 
[16:43:07] 00 8f 80 80 05 80 80 06 80 80 07 80 80 08 16 7e 16 79 00 02 ec 
[16:43:07] 00 8f 80 80 09 80 80 0a 80 80 0b 80 80 0c 16 7a 16 6e 00 02 ed 
[16:43:07] 00 8f 80 80 0d 80 80 0e 80 80 0f 80 80 10 16 75 16 74 00 02 ee 
[16:43:07] 00 8f 80 80 11 80 80 12 80 80 13 80 80 14 16 78 16 77 00 02 ef 
[16:43:08] 00 8f 80 80 15 80 80 16 80 80 17 80 80 18 16 6f 16 6f 00 02 f0 
[16:43:08] 00 8f 80 80 19 80 80 1a 80 80 1b 80 80 1c 16 76 16 71 00 02 f1 
